"CUST_ID","gender","DateOfBirth","State","Contact","Segment"
69317965,"Male","08-Jun-79","VT","265-749-8245","Platinum"
81968615,"Male","23-Jun-79","MT","397-495-7834","Gold"
83223514,"Male","28-Jun-97","SC","528-138-3187","Gold"
78341228,"Male","26-Nov-86","SD","475-573-2957","Gold"
41462913,"Female","24-Oct-61","WI","825-927-2861","Gold"
80905889,"Male","13-Dec-62","UT","398-297-3568","Gold"
93822307,"Male","15-Nov-87","NE","534-856-2654","Platinum"
4889449,"Male","29-Dec-94","MT","574-832-2793","Platinum"
98199694,"Female","04-Apr-78","GA","562-319-1874","Platinum"
50460892,"Male","06-May-61","ME","657-645-1346","Gold"
42664554,"Female","13-Aug-93","TN","396-973-2531","Gold"
94943525,"Male","12-Sep-92","AR","612-362-1354","Gold"
45434540,"Male","16-Sep-93","AK","942-916-1537","Silver"
88544496,"Female","16-May-75","VT","872-963-2459","Gold"
36544565,"Female","17-May-87","WV","973-438-4792","Platinum"
90234480,"Male","18-Dec-64","VA","517-291-4237","Platinum"
40801256,"Male","13-Aug-86","NH","486-258-3256","Gold"
67052896,"Female","08-Jul-66","SD","328-159-3275","Silver"
15323667,"Female","10-May-73","SD","489-326-8267","Silver"
67070056,"Male","22-Nov-94","WV","825-189-8961","Platinum"
20607084,"Female","23-Apr-68","GA","986-435-7468","Silver"
86886743,"Female","06-Oct-66","NV","823-732-3156","Platinum"
52995625,"Female","03-Sep-97","OK","129-598-3652","Gold"
63137507,"Male","11-Oct-90","CO","347-689-5786","Platinum"
56250763,"Female","02-Jan-67","RI","983-156-3481","Platinum"
35593972,"Male","09-Dec-79","TN","854-195-3892","Gold"
86820732,"Female","25-Apr-66","MA","952-123-3526","Gold"
45113346,"Female","22-Apr-69","UT","146-429-5398","Silver"
54668401,"Female","10-Oct-60","NY","247-219-5483","Platinum"
80002521,"Male","19-Aug-77","NH","178-723-8945","Platinum"
14664886,"Male","31-Jan-89","VA","396-428-6874","Silver"
29903212,"Male","16-Dec-89","DE","279-918-3268","Platinum"
95628948,"Male","22-Sep-60","AR","647-458-1294","Platinum"
39497409,"Female","04-Oct-90","UT","976-537-8734","Silver"
77006226,"Female","13-Feb-98","TX","641-295-5498","Platinum"
23252820,"Female","11-Oct-69","SC","674-215-4376","Silver"
96116969,"Female","14-Nov-82","AR","748-514-3246","Platinum"
46076664,"Male","02-Aug-60","PA","148-648-3179","Platinum"
91322083,"Female","28-Apr-83","CO","425-138-4538","Gold"
34414080,"Female","08-Jul-74","SC","645-754-1947","Silver"
87607433,"Male","31-May-96","LA","856-489-8236","Gold"
99892000,"Male","08-Jun-95","OR","395-246-6172","Gold"
74633480,"Male","22-Jun-66","MI","598-245-7941","Gold"
16859101,"Female","30-Jun-61","NJ","639-138-8341","Silver"
92362143,"Male","13-Feb-86","ID","793-679-4175","Gold"
41291823,"Male","08-Jan-87","OR","982-936-8792","Gold"
46710738,"Male","28-Apr-77","MO","962-834-9361","Gold"
47415706,"Female","08-Aug-61","DE","179-574-5837","Gold"
83944124,"Male","19-Oct-84","NM","984-483-1653","Gold"
58198965,"Female","20-Jul-90","WV","752-392-1925","Platinum"
80503762,"Male","25-Sep-96","UT","892-124-9765","Silver"
15214936,"Male","06-Mar-63","OR","295-845-1275","Silver"
81970531,"Female","01-Feb-65","MI","513-368-1948","Platinum"
12826843,"Female","16-Aug-89","WI","924-524-2158","Platinum"
20643817,"Female","15-May-70","OK","542-287-9413","Gold"
38369440,"Female","05-Aug-91","NJ","742-182-2491","Silver"
69427973,"Female","10-Apr-77","NC","875-685-4195","Platinum"
3497881,"Male","12-Jun-75","MD","873-612-3918","Gold"
46678650,"Male","10-Aug-63","GA","527-735-4351","Gold"
17664425,"Male","13-Jul-93","IL","961-243-4972","Gold"
41128407,"Male","09-Jul-66","SD","812-324-7932","Silver"
75884493,"Female","27-Jul-69","VT","196-435-7259","Gold"
22580068,"Female","08-Apr-61","NM","645-965-3267","Silver"
49170442,"Male","22-Dec-85","HI","821-347-4893","Silver"
76962128,"Female","16-Jul-93","MD","295-234-8213","Platinum"
72991636,"Female","24-Nov-89","DE","258-596-5932","Silver"
24053072,"Male","05-Feb-89","ND","573-549-3541","Silver"
68458649,"Female","19-Jan-79","NC","264-287-3795","Platinum"
98401399,"Female","07-Oct-68","IA","219-593-1674","Silver"
8310837,"Male","13-Jun-86","IA","498-387-9816","Silver"
99170243,"Male","03-Aug-93","OH","534-435-2968","Platinum"
33314915,"Female","21-Oct-91","LA","581-835-6243","Platinum"
58693933,"Male","21-Dec-77","MS","892-871-4967","Platinum"
65898442,"Female","25-Sep-68","MO","197-948-5692","Platinum"
40303052,"Male","22-Apr-86","OH","756-974-6729","Gold"
94030912,"Female","06-Feb-95","NC","358-672-8271","Gold"
76282379,"Female","26-Oct-88","OH","293-325-8742","Platinum"
62528525,"Male","06-Oct-80","LA","964-932-9364","Platinum"
69526996,"Female","09-Jan-99","ND","372-583-6278","Silver"
88566888,"Male","15-Aug-85","LA","982-362-7125","Silver"
30015627,"Male","11-Sep-69","SC","254-523-1634","Silver"
70088729,"Male","06-Dec-62","WI","453-475-2863","Silver"
53042145,"Female","04-Oct-64","TN","139-746-7128","Platinum"
12499211,"Female","15-Dec-68","MA","851-792-1325","Gold"
3915010,"Male","30-May-87","VA","832-789-5916","Platinum"
23094322,"Female","08-Jan-93","RI","138-136-4367","Gold"
95863439,"Male","20-Feb-83","CT","465-372-5829","Gold"
72212627,"Male","09-Sep-85","SD","693-927-5932","Silver"
49164086,"Male","09-Jul-62","OR","691-483-5398","Gold"
44050095,"Male","04-Jun-77","DE","314-298-9257","Platinum"
10198314,"Female","10-Nov-80","WI","176-861-1936","Platinum"
84861652,"Male","04-Jun-78","NY","241-947-3176","Gold"
88489646,"Female","17-May-71","WA","278-241-1657","Gold"
89364843,"Male","05-Jan-69","SD","837-432-3471","Gold"
29459103,"Female","05-May-86","MS","413-741-7425","Silver"
86164274,"Male","28-Dec-62","SC","843-361-2796","Platinum"
41858669,"Female","23-Apr-69","WY","694-974-1367","Silver"
9113953,"Female","14-Jul-73","IL","123-748-9215","Silver"
6984936,"Female","21-Apr-92","NM","546-428-8532","Platinum"
37686146,"Male","08-Jan-72","OK","974-576-2485","Silver"
86088574,"Female","15-Feb-72","OH","317-643-4523","Gold"
73685982,"Female","12-Mar-98","WV","943-981-6734","Platinum"
63279444,"Male","14-Oct-90","NY","812-481-7352","Gold"
84080228,"Male","10-Nov-69","NV","652-429-1295","Silver"
99723844,"Female","19-Jun-66","HI","457-752-1374","Gold"
885337,"Male","17-Feb-62","HI","321-534-5263","Platinum"
22125988,"Female","23-Nov-93","MS","938-182-5821","Silver"
79391302,"Male","30-Oct-84","UT","425-721-8315","Silver"
75483302,"Female","19-Jun-82","MA","517-792-6423","Platinum"
86977672,"Female","23-Sep-69","KY","539-124-8432","Platinum"
7703371,"Female","07-Feb-97","VT","418-179-2358","Gold"
69101618,"Male","09-May-61","CT","628-392-7835","Silver"
20681481,"Male","20-Oct-82","RI","496-453-2738","Gold"
9897266,"Female","30-May-74","VT","768-896-9716","Gold"
69165409,"Female","11-Oct-94","NY","843-784-1843","Silver"
97226830,"Male","23-Oct-80","AZ","654-347-5163","Gold"
66788290,"Male","08-Nov-84","KS","735-872-2517","Silver"
67697862,"Male","22-Jan-93","MN","286-291-2315","Silver"
69623124,"Female","25-Nov-67","OR","765-763-6743","Silver"
86445910,"Female","07-Sep-91","RI","728-486-9516","Platinum"
48445766,"Male","21-Nov-80","AR","657-359-2536","Platinum"
74787956,"Male","19-Jun-89","TX","679-514-5894","Gold"
45364348,"Male","13-Jun-67","IA","342-564-3152","Gold"
81661419,"Male","12-Feb-80","ID","486-416-1928","Platinum"
78301168,"Male","28-Nov-99","CT","516-179-8162","Silver"
91447671,"Male","18-Dec-76","IL","298-195-6512","Silver"
23445933,"Female","01-Jan-66","MS","657-568-6495","Platinum"
86320995,"Male","04-Jul-91","IN","978-347-9514","Gold"
77134414,"Male","10-Jul-83","AL","693-239-2865","Silver"
71986983,"Female","15-Oct-82","UT","497-684-3678","Platinum"
28528424,"Female","02-Mar-60","ND","592-738-9582","Platinum"
26346266,"Male","25-Mar-71","NM","397-468-8746","Platinum"
71259315,"Male","06-Nov-86","IA","197-824-7356","Gold"
78119838,"Male","12-Apr-79","AL","268-851-1528","Silver"
27598176,"Female","29-Jan-65","TN","436-192-5639","Platinum"
83135621,"Male","22-Feb-77","NH","986-541-8762","Platinum"
51760038,"Female","09-Dec-89","IN","958-286-8926","Platinum"
91002298,"Male","09-Apr-98","MA","349-124-3976","Gold"
16906248,"Female","20-Jun-62","CA","278-253-8457","Gold"
93133213,"Male","11-Nov-63","NJ","486-592-4186","Silver"
18369428,"Male","03-May-93","OK","256-457-9645","Gold"
71676845,"Male","07-Apr-94","IN","549-982-1984","Silver"
68067526,"Male","05-Aug-79","WY","871-381-6378","Silver"
97169446,"Female","05-Jun-75","WY","438-219-7419","Platinum"
44453657,"Female","03-Dec-96","NC","467-984-2893","Gold"
32646041,"Female","07-Jun-79","ID","815-567-6153","Platinum"
41946743,"Female","26-Sep-70","WA","756-245-4789","Gold"
74207825,"Female","15-Mar-65","MI","173-637-9613","Platinum"
24247743,"Female","24-May-88","ID","792-136-5173","Silver"
69608621,"Female","21-Oct-68","MD","523-793-4315","Silver"
72664684,"Female","28-Dec-96","ND","964-582-8145","Platinum"
18174078,"Female","07-Apr-85","GA","945-398-3528","Gold"
34756508,"Male","31-May-97","RI","182-247-2167","Silver"
608461,"Male","17-Dec-94","AR","963-187-2873","Platinum"
12015897,"Male","16-Nov-71","WA","465-854-9358","Silver"
60965575,"Female","12-Sep-80","OH","526-741-6397","Silver"
81634435,"Male","30-Jul-88","AR","937-675-5842","Gold"
67849662,"Female","25-Aug-91","PA","143-543-9264","Silver"
96439036,"Male","29-Jun-89","AK","359-671-3659","Gold"
51033228,"Male","13-Oct-85","IN","534-462-2657","Gold"
58451506,"Male","22-Apr-68","FL","673-574-7823","Gold"
26734721,"Male","02-Jul-72","CT","659-876-5694","Gold"
20923121,"Female","05-Jul-76","NY","617-927-8491","Silver"
56425562,"Female","18-Mar-63","GA","823-712-3528","Platinum"
79174311,"Female","26-May-78","CO","312-798-5213","Platinum"
30119782,"Female","11-Jun-90","WA","753-397-4823","Gold"
57267299,"Male","11-Feb-70","VT","128-576-3825","Silver"
90217818,"Female","18-May-80","TN","891-651-8671","Gold"
70708127,"Female","18-Jan-75","TX","189-276-3957","Platinum"
75934330,"Female","09-Oct-87","ME","951-941-3975","Platinum"
71288937,"Female","03-Jul-74","AR","692-817-1972","Gold"
81526763,"Female","09-Oct-84","OH","592-192-8417","Gold"
78064067,"Female","04-Nov-99","MS","713-457-9846","Gold"
29854604,"Male","02-Sep-75","WI","214-457-4352","Gold"
8684318,"Male","28-May-69","NE","145-563-2137","Gold"
46513280,"Female","02-Jan-83","CO","124-652-9816","Silver"
6104555,"Male","01-Oct-82","CT","456-218-8516","Gold"
51669975,"Female","05-Feb-88","ND","975-463-9541","Silver"
3205230,"Male","10-Mar-77","NC","352-354-2546","Platinum"
87596868,"Male","18-Nov-61","AZ","573-396-3182","Silver"
82089910,"Male","09-Oct-73","FL","257-248-4825","Silver"
57452643,"Female","10-Jul-81","HI","348-562-2673","Platinum"
65208809,"Male","22-Apr-64","VA","286-128-6132","Platinum"
6756905,"Male","21-Oct-97","NE","924-427-8125","Silver"
46850495,"Male","21-Aug-62","NV","761-193-2346","Platinum"
79539873,"Female","15-Mar-81","ND","459-425-4319","Platinum"
42364152,"Female","07-Jul-96","ID","529-462-1635","Silver"
19888166,"Male","11-Apr-90","WI","712-651-9613","Gold"
11256802,"Female","22-Oct-64","LA","469-345-5617","Silver"
61575264,"Male","12-Jul-95","WY","182-385-1392","Gold"
